label,text
wh_question,What makes you feel truly alive?
statement,The snowmobile is racing across the frozen lake.
exclamation,How sleek this sports car looks in the showroom!
command,Carve the pumpkin for Halloween.
wh_question,What connects you deeply to others?
statement,The lighthouse beam is cutting through the fog.
exclamation,How translucent these stained glass windows are!
command,Dice the onions for the salsa.
wh_question,What gives you hope for the future?
statement,The sail is catching the wind perfectly.
exclamation,How textured this woven basket looks handcrafted!
command,Gratin the potatoes until golden brown.
wh_question,What empowers you to be your best self?
statement,The fireworks are bursting in the night sky.
exclamation,How luminous this glow-in-the-dark sticker is!
command,Glaze the donuts with chocolate frosting.
wh_question,What brings peace to your mind?
statement,The hot air balloon is rising over the valley.
exclamation,How whimsical this carnival ride looks at sunset!
command,Temper the chocolate for dipping.
wh_question,What fills your life with purpose?
statement,The kangaroo is hopping across the outback.
exclamation,How ornate this baroque ceiling looks painted!
command,Poach the eggs in simmering water.
wh_question,What makes your heart sing with joy?
statement,The Northern Lights are dancing in the sky.
exclamation,How metallic this dragon sculpture looks shiny!
command,Flambé the bananas with rum sauce.
wh_question,What creates lasting happiness for you?
statement,The cruise ship is sailing into the harbor.
exclamation,How tiered this wedding cake looks decorated!
command,Blanch the almonds before toasting them.
wh_question,What makes you feel truly connected?
statement,The carousel is spinning at the fairground.
exclamation,How mosaic this patio looks with tiles!
command,Broil the salmon until slightly charred.
wh_question,What awakens your sense of wonder?
statement,The ferry is docking at the pier.
exclamation,How swirled this soft serve ice cream looks!
command,Score the bread dough before baking.
wh_question,What gives your life meaning and direction?
statement,The yacht is anchored in the bay.
exclamation,How quilted this pattern looks stitched!
command,Crème brûlée the custard until caramelized.
wh_question,What is the secret to a happy life?
statement,The seaplane is landing on the water.
exclamation,How braided this bread looks shaped!
command,Infuse the tea with fresh mint leaves.
wh_question,What wisdom have you gained over the years?
statement,The steamboat is chugging up the river.
exclamation,How etched this glass design looks carved!
command,Reduce the sauce until thickened.
wh_question,What truth have you discovered about yourself?
statement,The biplane is doing stunts at the airshow.
exclamation,How filigreed this metalwork looks crafted!
command,Ferment the cabbage for sauerkraut.
wh_question,What brings contentment to your soul?
statement,The zeppelin is floating over the city.
exclamation,How embossed this leather looks tooled!
command,Distill the essential oils from flowers.
wh_question,What makes you feel truly at peace?
statement,The jetpack is propelling through the air.
exclamation,How damask this tablecloth looks patterned!
command,Emulsify the mayonnaise until smooth.
wh_question,What gives you inner strength and resilience?
statement,The helicopter is landing on the rooftop.
exclamation,How gilded this picture frame looks ornate!
command,Caramelize the sugar for the dessert.
wh_question,What brings you comfort in difficult times?
statement,The submarine is diving deep underwater.
exclamation,How embossed this wallpaper looks textured!
command,Clarify the butter for frying.
